"host_id","host_yrs_exp","host_is_superhost.f","host_is_superhost.t","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_entire","room_hotel","room_private","room_shared","accommodates","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","n_bathrooms","bathroom_private","bathroom_shared","log_price","amenity_qty","fNBHD","entire_prop","has_wifi","has_parking","has_heating","has_ac","has_tv","has_fridge"
55726275,5,0,1,"Denver, Colorado, United States","Cole",39.76523,-104.96912,"Entire rental unit",1,0,0,0,4,2,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""BBQ grill"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Children\u2019s dinnerware""]",79,29,1125,29,29,1125,1125,29,1125,0,10,20,100,87,7,1,"2019-07-25","2021-07-03",4.9,4.95,4.9,4.98,4.95,4.78,4.69,"f",3.58,1,1,0,4.36944785246702,1,"Cole",2,1,1,1,1,1,1
74368861,5,0,1,"Denver, Colorado, United States","Gateway - Green Valley Ranch",39.77538,-104.75201,"Entire guest suite",1,0,0,0,9,2,4,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Room-darkening shades"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Washer"", ""First aid kit"", ""Children\u2019s dinnerware""]",169,1,14,1,3,1125,1125,2.7,1125,1,12,27,116,456,123,4,"2018-09-21","2021-07-22",4.99,4.98,4.99,5,5,4.93,4.92,"f",13.19,1,1,0,5.12989871492307,1,"Gateway - Green Valley Ranch",2,1,1,1,1,1,1
11390390,7,0,1,"Denver, Colorado, United States","South Park Hill",39.74186,-104.90403,"Private room in residential home",0,0,1,0,2,1,1,"[""Ethernet connection"", ""Wine glasses"", ""Central heating"", ""Extra pillows and blankets"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Toaster"", ""BBQ grill"", ""Dishes and silverware"", ""Private fenced garden or backyard"", ""Hot water"", ""Bed linens"", ""Lock on bedroom door"", ""Smoke alarm"", ""Security cameras on property"", ""Room-darkening shades"", ""Essentials"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Freezer"", ""Shower gel"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Conditioner"", ""Dedicated workspace: table"", ""Pour-over coffee"", ""Cleaning products"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 4 spaces"", ""Fire pit"", ""Iron"", ""Shared gym in building"", ""Wifi \u2013 400 Mbps"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Portable heater"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Portable fans"", ""42\"" HDTV with standard cable, Netflix"", ""Hot water kettle"", ""Laundromat nearby"", ""Long term stays allowed"", ""First aid kit"", ""Dining table"", ""Cable TV"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Outdoor dining area"", ""Baking sheet"", ""Kenmore oven""]",55,29,120,29,29,120,120,29,120,3,33,63,152,146,5,0,"2019-03-02","2021-06-21",4.86,4.95,4.9,4.97,4.99,4.83,4.85,"f",5.01,1,0,1,4.00733318523247,1,"South Park Hill",1,1,1,1,0,1,1
159014730,4,0,1,"Denver, Colorado, United States","Highland",39.76638,-105.00434,"Entire rental unit",1,0,0,0,2,1,1,"[""Clothing storage"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Security cameras on property"", ""Essentials"", ""Private entrance"", ""Board games"", ""Hangers"", ""Drying rack for clothing"", ""Kitchen"", ""Coffee maker"", ""Conditioner"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Portable fans"", ""Heating"", ""Wifi"", ""Body soap"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Outdoor furniture"", ""Outdoor dining area""]",72,30,250,30,30,1125,1125,30,1125,0,2,31,31,125,8,1,"2018-04-16","2021-07-05",4.85,4.92,4.86,4.95,4.94,4.93,4.78,"t",3.14,1,1,0,4.27666611901606,1,"Highland",2,1,1,1,1,1,1
11390390,7,0,1,"Denver, Colorado, United States","East Colfax",39.74067,-104.90264,"Private room in residential home",0,0,1,0,2,1,1,"[""Ethernet connection"", ""Wine glasses"", ""Private patio or balcony"", ""Central heating"", ""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Toaster"", ""BBQ grill"", ""Dishes and silverware"", ""Private fenced garden or backyard"", ""Hot water"", ""Bed linens"", ""Lock on bedroom door"", ""Smoke alarm"", ""Security cameras on property"", ""Room-darkening shades"", ""Essentials"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Freezer"", ""Shower gel"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Conditioner"", ""Dedicated workspace: table"", ""Pour-over coffee"", ""Cleaning products"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 4 spaces"", ""Fire pit"", ""Iron"", ""Free street parking"", ""Wifi \u2013 400 Mbps"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Portable heater"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Portable fans"", ""Hot water kettle"", ""HDTV with Netflix, standard cable"", ""Laundromat nearby"", ""Private gym in building"", ""Long term stays allowed"", ""First aid kit"", ""Dining table"", ""Cable TV"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Outdoor dining area"", ""Baking sheet""]",55,29,120,29,29,120,120,29,120,0,10,35,124,162,6,0,"2018-03-18","2021-05-28",4.87,4.94,4.96,4.96,4.96,4.86,4.89,"f",3.97,1,0,1,4.00733318523247,1,"East Colfax",1,1,1,1,0,1,1
34915616,6,0,1,"","Platt Park",39.68548,-104.98534,"Entire residential home",1,0,0,0,2,1,1,"[""Wine glasses"", ""Clothing storage"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Freezer"", ""Board games"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Pour-over coffee"", ""Cleaning products"", ""Fire extinguisher"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Cooking basics"", ""Stove"", ""Ceiling fan"", ""Heating"", ""Wifi"", ""Body soap"", ""Hot water kettle"", ""Long term stays allowed"", ""Rice maker"", ""Washer"", ""Dining table"", ""Baking sheet""]",142,1,1125,1,1,1125,1125,1,1125,0,5,5,5,70,17,3,"2017-12-17","2021-07-18",4.96,4.99,4.84,5,5,4.99,4.87,"f",1.6,1,1,0,4.95582705760126,1,"Platt Park",2,1,1,1,1,1,1
12800880,7,0,1,"Denver, Colorado, United States","West Colfax",39.73779,-105.04912,"Entire townhouse",1,0,0,0,5,3,3,"[""Hot water"", ""Ethernet connection"", ""Iron"", ""BBQ grill"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Keypad"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""First aid kit"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Bathtub"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Kitchen"", ""Wifi"", ""Lake access"", ""Outlet covers"", ""Free street parking"", ""Bed linens"", ""Air conditioning"", ""Cable TV""]",125,2,1125,2,2,1125,1125,2,1125,0,0,0,0,63,11,0,"2017-12-28","2021-03-25",4.8,4.87,4.8,4.95,4.93,4.69,4.85,"f",1.45,3.5,1,0,4.8283137373023,1,"West Colfax",2,1,1,1,1,1,1
90456728,5,0,1,"Denver, Colorado, United States","Platt Park",39.69196,-104.98635,"Entire guest suite",1,0,0,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Cleaning before checkout"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Portable fans"", ""Heating"", ""Wifi"", ""Body soap"", ""Long term stays allowed"", ""Keurig coffee machine"", ""Washer"", ""First aid kit"", ""Baking sheet""]",140,2,1125,2,2,1125,1125,2,1125,5,16,45,306,148,45,4,"2019-07-22","2021-07-09",4.99,4.99,4.98,4.99,5,4.95,4.93,"f",6.06,1,1,0,4.9416424226093,1,"Platt Park",2,1,1,1,0,1,1
9834932,8,1,0,"Denver, Colorado, United States","Barnum West",39.72565,-105.04651,"Entire residential home",1,0,0,0,13,5,9,"[""Oven"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Fireplace guards"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",349,2,1125,2,3,1125,1125,2.3,1125,4,4,4,5,180,37,2,"2019-04-01","2021-07-09",4.9,4.9,4.81,4.96,4.96,4.77,4.88,"t",6.39,3.5,1,0,5.85507192220243,1,"Barnum West",2,1,1,1,1,1,1
83080215,5,1,0,"","Civic Center",39.73833,-104.99291,"Entire rental unit",1,0,0,0,2,1,1,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Security cameras on property"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Iron"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Heating"", ""Wifi"", ""Long term stays allowed""]",50,29,1125,29,29,1125,1125,29,1125,9,18,18,284,47,5,1,"2019-02-28","2021-07-01",4.63,4.74,4.57,4.89,4.87,4.78,4.65,"t",1.61,1,1,0,3.91202300542815,1,"Civic Center",2,1,1,1,1,0,1
159515205,4,1,0,"","Cheesman Park",39.73911,-104.9648,"Entire rental unit",1,0,0,0,2,1,1,"[""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Cable TV""]",213,2,10,1,2,10,10,1.1,10,9,21,26,279,38,27,1,"2017-12-30","2021-06-25",4.58,4.74,4.58,4.87,4.95,4.05,4.39,"t",0.88,1,1,0,5.36129216570943,1,"Cheesman Park",2,1,1,1,1,1,1
159971502,4,0,1,"Denver, Colorado, United States","Stapleton",39.75552,-104.89959,"Entire condominium (condo)",1,0,0,0,4,2,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Private entrance"", ""Shower gel"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""High chair"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Outlet covers"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Cable TV"", ""Baking sheet""]",150,2,30,2,2,30,30,2,30,0,1,6,6,181,44,5,"2020-01-31","2021-07-18",4.98,4.97,4.98,4.99,4.99,4.94,4.94,"f",10.06,2,1,0,5.01063529409626,1,"Stapleton",2,1,1,1,1,1,1
45676818,6,0,1,"Denver, Colorado, United States","Hale",39.73379,-104.93837,"Entire condominium (condo)",1,0,0,0,2,1,1,"[""Hot water"", ""Iron"", ""TV"", ""Elevator"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Baking sheet"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Lockbox"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Bathtub"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Air conditioning""]",65,30,1125,30,30,1125,1125,30,1125,0,0,0,0,3,3,0,"2020-10-10","2021-02-14",5,5,4.67,5,5,5,5,"f",0.31,1,1,0,4.17438726989564,1,"Hale",2,1,1,1,1,1,1
13466466,7,0,1,"Denver, Colorado, United States","Highland",39.76208,-105.02023,"Entire residential home",1,0,0,0,6,3,4,"[""TV"", ""Fire extinguisher"", ""Heating"", ""Wifi"", ""Iron"", ""Backyard"", ""Coffee maker"", ""Dishwasher"", ""Full kitchen"", ""Air conditioning"", ""Washer"", ""Carbon monoxide alarm"", ""Dryer"", ""Bathroom essentials"", ""Bedroom comforts"", ""Hair dryer"", ""Smoke alarm"", ""Self check-in"", ""Room-darkening shades""]",393,2,1125,2,2,1125,1125,2,1125,3,4,7,70,60,24,4,"2018-01-01","2021-07-19",4.98,4.96,5,5,5,5,4.84,"f",1.39,1.5,1,0,5.97380961186926,1,"Highland",2,1,0,1,1,1,0
37620597,6,0,1,"Denver, Colorado, United States","City Park",39.74048,-104.94657,"Entire guest suite",1,0,0,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Hot water"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""HDTV with Amazon Prime Video, Netflix, Roku"", ""Coffee maker"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Portable fans"", ""Heating"", ""Wifi"", ""Clothing storage: closet"", ""Body soap"", ""Laundromat nearby"", ""Long term stays allowed"", ""First aid kit""]",76,2,30,2,2,1125,1125,2,1125,5,7,14,14,328,69,7,"2018-02-23","2021-07-20",4.91,4.97,4.89,4.97,4.97,4.97,4.89,"t",7.89,1,1,0,4.33073334028633,1,"City Park",2,1,1,1,0,1,1
160449770,4,1,0,"Denver, Colorado, United States","Capitol Hill",39.729,-104.98436,"Room in hostel",0,1,0,0,2,1,1,"[""Patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Essentials"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Washer"", ""First aid kit""]",231,1,14,1,1,1,14,1,13.8,11,33,55,327,24,11,0,"2021-05-16","2021-03-19",4.5,4.42,4.63,4.42,4.46,4.63,4.21,"t",10.59,1,1,0,5.44241771052179,1,"Capitol Hill",0,1,1,1,1,0,1
160449770,4,1,0,"Denver, Colorado, United States","Capitol Hill",39.72893,-104.98454,"Room in hostel",0,1,0,0,1,1,0,"[""Indoor fireplace"", ""Hot water"", ""Iron"", ""Backyard"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Security cameras on property"", ""Essentials"", ""Patio or balcony"", ""First aid kit"", ""Smoke alarm"", ""Dishwasher"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""Hot tub"", ""Fire extinguisher"", ""Air conditioning""]",79,1,14,1,1,14,14,1,14,27,57,87,362,61,9,2,"2018-02-18","2021-06-30",4.93,4.9,4.95,4.95,4.92,4.85,4.85,"t",1.46,1.5,1,0,4.36944785246702,1,"Capitol Hill",0,1,1,1,1,0,1
96032876,5,1,0,"Denver, Colorado, United States","West Colfax",39.74385,-105.04837,"Entire residential home",1,0,0,0,7,4,4,"[""Changing table"", ""Hot water"", ""Indoor fireplace"", ""EV charger"", ""TV"", ""Backyard"", ""BBQ grill"", ""Coffee maker"", ""Baby bath"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Keypad"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Lake access"", ""Gym"", ""Free street parking"", ""Air conditioning"", ""Children\u2019s books and toys""]",425,29,60,29,29,1125,1125,29,1125,0,0,0,0,9,1,0,"2017-12-17","2021-01-14",5,5,5,5,5,5,5,"t",0.21,4.5,1,0,6.05208916892442,1,"West Colfax",2,1,1,1,1,1,1
160449770,4,1,0,"Denver, Colorado, United States","Capitol Hill",39.72937,-104.98339,"Room in hostel",0,1,0,0,1,1,1,"[""Air conditioning"", ""Carbon monoxide alarm"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""Security cameras on property"", ""Essentials"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Hot tub"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Washer"", ""First aid kit""]",80,1,14,1,1,14,14,1,14,21,51,81,356,18,5,1,"2017-12-03","2021-07-03",4.83,4.83,4.78,4.94,5,4.89,4.78,"t",0.41,1,1,0,4.38202663467388,1,"Capitol Hill",0,1,1,1,1,0,1
139727711,4,1,0,"Denver, Colorado, United States","Union Station",39.75695,-104.99952,"Entire rental unit",1,0,0,0,4,1,2,"[""Hot water"", ""Iron"", ""BBQ grill"", ""Elevator"", ""Coffee maker"", ""Single level home"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Crib"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Oven"", ""Microwave"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Paid parking off premises"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Room-darkening shades"", ""Washer"", ""Pack \u2019n Play/travel crib"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Kitchen"", ""Wifi"", ""Gym"", ""Fire extinguisher"", ""Bed linens"", ""Air conditioning"", ""Cable TV""]",115,30,999,30,30,1125,1125,30,1125,5,13,24,24,181,11,0,"2018-01-19","2020-09-13",4.83,4.93,4.82,4.82,4.88,4.94,4.76,"t",4.24,1,1,0,4.74493212836325,1,"Union Station",2,1,1,1,1,1,1
16722769,7,0,1,"Denver, Colorado, United States","Highland",39.7611,-105.00801,"Entire townhouse",1,0,0,0,7,3,3,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Private entrance"", ""Smart lock"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",605,3,1125,3,7,4,1125,4.6,1117.3,0,0,0,54,47,5,2,"2018-01-01","2021-07-14",5,5,4.94,5,4.96,5,4.89,"t",1.09,3.5,1,0,6.40522845803084,1,"Highland",2,1,1,1,1,1,1
17312872,7,1,0,"","CBD",39.74581,-104.99643,"Entire serviced apartment",1,0,0,0,4,1,1,"[""Hot water"", ""Iron"", ""Pool"", ""BBQ grill"", ""Elevator"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Oven"", ""Microwave"", ""Patio or balcony"", ""Paid parking off premises"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Hot tub"", ""Gym"", ""Building staff"", ""Bed linens"", ""Air conditioning"", ""Cable TV"", ""Children\u2019s books and toys""]",929,180,1125,180,180,1125,1125,180,1125,28,58,88,363,0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",0,1,1,0,6.83410873881384,1,"CBD",2,1,1,1,1,1,1
