"host_id","host_yrs_exp","host_is_superhost.f","host_is_superhost.t","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_entire","room_hotel","room_private","room_shared","accommodates","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","n_bathrooms","bathroom_private","bathroom_shared","log_price","amenity_qty","fNBHD","entire_prop","has_wifi","has_parking","has_heating","has_ac","has_tv","has_fridge"
35661802,6,1,0,"Denver, Colorado, United States","Berkeley",39.77663,-105.0493,"Entire residential home",1,0,0,0,4,2,2,"[""Wine glasses"", ""Clothing storage"", ""Patio or balcony"", ""BBQ grill"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Board games"", ""Hangers"", ""Drying rack for clothing"", ""Kitchen"", ""Coffee maker"", ""Stainless steel electric stove"", ""Barbecue utensils"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Stainless steel oven"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Ceiling fan"", ""Portable fans"", ""Heating"", ""Wifi"", ""Lake access"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Outdoor dining area"", ""Baking sheet""]",300,30,45,30,30,45,45,30,45,0,22,52,327,1,1,0,"2021-04-24","2021-04-24",5,5,5,5,5,5,5,"f",0.33,1,1,0,5.7037824746562,1,"Berkeley",2,1,1,1,1,1,1
76048536,5,1,0,"Denver, Colorado, United States","Country Club",39.72554,-104.96668,"Entire residential home",1,0,0,0,4,1,1,"[""Oven"", ""Patio or balcony"", ""BBQ grill"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",229,29,30,29,29,30,30,29,30,0,0,0,0,10,0,0,"2018-01-01","2020-07-19",5,5,5,5,5,5,4.9,"f",0.23,1.5,1,0,5.43372200355424,1,"Country Club",2,1,1,1,1,1,1
489506,10,0,1,"","South Park Hill",39.74877,-104.93237,"Entire residential home",1,0,0,0,5,2,2,"[""Extra pillows and blankets"", ""Oven"", ""Sound system with aux"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Pour-over coffee"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Portable fans"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Body soap"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Baking sheet""]",250,2,1125,2,2,1125,1125,2,1125,8,32,61,61,3,2,0,"2020-02-16","2020-10-16",5,5,5,5,5,5,4.67,"f",0.17,1,1,0,5.52146091786225,1,"South Park Hill",2,1,1,1,0,0,1
1799191,9,0,1,"Denver, Colorado, United States","Five Points",39.76281,-104.97502,"Entire rental unit",1,0,0,0,2,1,1,"[""Sound system"", ""Wine glasses"", ""Clothing storage"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""BBQ grill"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Cleaning before checkout"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Free parking on premises"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Ceiling fan"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Long term stays allowed"", ""Washer"", ""Baking sheet""]",89,30,1125,30,30,1125,1125,30,1125,3,5,5,240,10,5,1,"2019-01-27","2021-06-30",4.9,4.9,5,5,5,4.7,4.9,"f",0.33,1,1,0,4.48863636973214,1,"Five Points",2,1,1,1,1,1,1
154378295,4,1,0,"Denver, Colorado, United States","West Highland",39.75856,-105.03862,"Private room in residential home",0,0,1,0,1,1,1,"[""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dryer"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Free parking on premises"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",33,30,1125,30,30,1125,1125,30,1125,0,20,50,139,2,0,0,"2020-03-18","2019-11-21",5,5,5,5,5,5,5,"f",0.12,1,0,1,3.49650756146648,1,"West Highland",1,1,1,1,1,1,0
33326336,6,0,1,"Denver, Colorado, United States","Highland",39.76349,-105.02308,"Entire guest suite",1,0,0,0,2,1,1,"[""Ethernet connection"", ""Clothing storage"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""Essentials"", ""Private entrance"", ""Record player"", ""Shower gel"", ""Cleaning before checkout"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Ceiling fan"", ""Heating"", ""Wifi"", ""Body soap"", ""Laundromat nearby"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Baking sheet""]",110,3,1125,3,3,1125,1125,3,1125,0,7,13,98,99,16,2,"2018-04-23","2021-07-10",4.75,4.89,4.64,4.93,4.9,4.94,4.78,"f",2.5,1,1,0,4.70048036579242,1,"Highland",2,1,1,1,1,1,1
28425305,6,0,1,"Denver, Colorado, United States","Congress Park",39.72983,-104.94507,"Entire residential home",1,0,0,0,6,3,3,"[""Sound system"", ""Baby safety gates"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""BBQ grill"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Pour-over coffee"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Ceiling fan"", ""Portable fans"", ""Heating"", ""Wifi"", ""Body soap"", ""Laundromat nearby"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Baking sheet""]",195,30,365,30,30,365,365,30,365,0,0,18,197,13,3,1,"2017-11-28","2021-07-01",5,5,5,5,5,5,4.83,"f",0.29,1,1,0,5.27299955856375,1,"Congress Park",2,1,1,1,1,1,1
17299124,7,1,0,"Denver, Colorado, United States","Cole",39.76917,-104.97059,"Entire residential home",1,0,0,0,5,2,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Shower gel"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Baking sheet""]",131,1,1125,1,1,1125,1125,1,1125,0,4,10,75,324,91,11,"2017-11-17","2021-07-21",4.94,4.95,4.94,4.98,4.96,4.79,4.86,"t",7.23,1,1,0,4.87519732320115,1,"Cole",2,1,1,1,1,1,1
33294500,6,0,1,"Denver, Colorado, United States","Sunnyside",39.77905,-105.01381,"Entire guest suite",1,0,0,0,4,1,1,"[""TV"", ""Fire extinguisher"", ""Heating"", ""Wifi"", ""Iron"", ""Kitchen"", ""Free street parking"", ""Dishwasher"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Washer"", ""Dryer"", ""Bathroom essentials"", ""Bedroom comforts"", ""Hair dryer"", ""Smoke alarm"", ""Self check-in""]",158,2,1125,2,2,1125,1125,2,1125,10,34,64,153,182,21,3,"2019-04-12","2021-07-05",4.82,4.91,4.9,4.94,4.92,4.79,4.77,"t",6.55,1,1,0,5.06259503302697,1,"Sunnyside",2,1,1,1,0,1,0
93193594,5,1,0,"Denver, Colorado, United States","Cheesman Park",39.73586,-104.96021,"Entire condominium (condo)",1,0,0,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Elevator"", ""Stove"", ""Heating"", ""Wifi"", ""Gym"", ""Pool"", ""Long term stays allowed"", ""Washer"", ""Cable TV""]",79,29,1125,29,29,1125,1125,29,1125,0,0,0,78,3,0,0,"2017-12-16","2020-07-01",5,5,5,5,5,5,5,"f",0.07,1,1,0,4.36944785246702,1,"Cheesman Park",2,1,1,1,1,1,1
19483688,7,1,0,"Denver, Colorado, United States","Congress Park",39.73681,-104.95569,"Entire guest suite",1,0,0,0,3,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Essentials"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed""]",110,2,60,2,2,1125,1125,2,1125,2,20,49,49,178,39,2,"2018-05-04","2021-06-30",4.63,4.87,4.79,4.95,4.9,4.94,4.66,"f",4.54,1,1,0,4.70048036579242,1,"Congress Park",2,1,1,1,0,1,1
36388414,6,1,0,"Denver, Colorado, United States","Westwood",39.71076,-105.04002,"Entire guesthouse",1,0,0,0,3,1,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Washer"", ""First aid kit""]",98,1,10,1,1,10,10,1,10,0,0,0,263,166,0,0,"2019-12-26","2020-03-15",4.88,4.89,4.87,4.94,4.95,4.77,4.78,"f",8.65,1,1,0,4.58496747867057,1,"Westwood",2,1,1,1,0,0,1
34314008,6,0,1,"Denver, Colorado, United States","Gateway - Green Valley Ranch",39.77417,-104.75265,"Private room in residential home",0,0,1,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Lock on bedroom door"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Barbecue utensils"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""First aid kit"", ""Cable TV"", ""Baking sheet""]",105,1,28,1,1,28,28,1,28,0,0,0,89,155,0,0,"2019-06-03","2020-02-16",4.88,4.92,4.88,4.89,4.95,4.9,4.9,"f",5.95,1.5,1,0,4.65396035015752,1,"Gateway - Green Valley Ranch",1,1,1,1,1,1,1
43193247,6,0,1,"Denver, Colorado, United States","Whittier",39.76138,-104.96965,"Entire guesthouse",1,0,0,0,4,1,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""Essentials"", ""Private entrance"", ""Shower gel"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Fire pit"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Ceiling fan"", ""Heating"", ""Wifi"", ""Body soap"", ""Hot water kettle"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Outdoor furniture"", ""Baking sheet""]",162,1,28,1,5,1125,1125,2.2,1125,1,10,33,45,228,63,7,"2017-12-06","2021-07-18",4.99,4.99,4.98,5,5,4.92,4.91,"f",5.16,1,1,0,5.08759633523238,1,"Whittier",2,1,1,1,1,1,1
24544007,7,0,1,"Denver, Colorado, United States","Highland",39.76314,-105.00647,"Entire residential home",1,0,0,0,3,1,3,"[""Hot water"", ""Iron"", ""Backyard"", ""BBQ grill"", ""Coffee maker"", ""Single level home"", ""Dryer"", ""Heating"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Lockbox"", ""First aid kit"", ""Fire pit"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Bathtub"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Air conditioning""]",85,28,1125,28,28,1125,1125,28,1125,0,3,3,3,70,15,0,"2018-05-26","2021-06-18",4.71,4.89,4.6,4.94,4.93,4.99,4.73,"t",1.82,1,1,0,4.44265125649032,1,"Highland",2,1,1,1,1,0,1
157692521,4,0,1,"Denver, Colorado, United States","Gateway - Green Valley Ranch",39.79697,-104.74697,"Entire guest suite",1,0,0,0,4,1,1,"[""Hot water"", ""Iron"", ""TV"", ""Coffee maker"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Keypad"", ""Refrigerator"", ""Microwave"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Smoke alarm"", ""Dishes and silverware"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Children\u2019s books and toys""]",56,1,7,1,1,7,7,1,7,0,0,0,0,219,44,0,"2018-02-05","2021-05-31",4.88,4.95,4.98,5,4.95,4.93,4.89,"f",5.2,1,1,0,4.02535169073515,1,"Gateway - Green Valley Ranch",2,1,1,1,1,1,1
55187396,5,0,1,"Denver, Colorado, United States","West Highland",39.75876,-105.02859,"Entire guesthouse",1,0,0,0,4,1,1,"[""Hot water"", ""Iron"", ""TV"", ""Backyard"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Lockbox"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning""]",97,30,1124,30,30,1125,1125,30,1125,7,15,20,20,64,8,1,"2018-09-15","2021-06-22",4.95,4.98,4.97,4.98,5,4.94,4.95,"t",1.84,1,1,0,4.57471097850338,1,"West Highland",2,1,1,1,1,1,1
437094,10,1,0,"","Cheesman Park",39.73598,-104.97255,"Entire condominium (condo)",1,0,0,0,4,2,2,"[""Indoor fireplace"", ""Iron"", ""TV"", ""Elevator"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Refrigerator"", ""Oven"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Bathtub"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hangers"", ""Wifi"", ""Air conditioning""]",99,29,1125,29,29,1125,1125,29,1125,0,0,0,0,15,4,0,"2019-04-22","2021-06-18",4.67,4.8,4.73,5,4.87,4.93,4.67,"t",0.55,1,1,0,4.59511985013459,1,"Cheesman Park",2,1,0,1,1,1,1
153663684,4,0,1,"Denver, Colorado, United States","Five Points",39.76207,-104.97626,"Entire residential home",1,0,0,0,2,1,1,"[""Hot water"", ""Iron"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Hair dryer"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Security cameras on property"", ""Essentials"", ""First aid kit"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Smart lock"", ""Free street parking"", ""Bed linens"", ""Air conditioning"", ""Cable TV""]",75,30,60,30,30,60,60,30,60,0,0,2,11,96,0,0,"2018-12-10","2020-02-09",5,5,4.99,4.99,5,4.97,4.97,"f",3.01,1,1,0,4.31748811353631,1,"Five Points",2,1,1,1,1,1,1
158239285,4,0,1,"Denver, Colorado, United States","Montbello",39.78794,-104.81086,"Private room in residential home",0,0,1,0,2,1,1,"[""Hot water"", ""Iron"", ""Lock on bedroom door"", ""Coffee maker"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Keypad"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Security cameras on property"", ""Essentials"", ""First aid kit"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Game console"", ""Room-darkening shades"", ""Bathtub"", ""Baby safety gates"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Outlet covers"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Air conditioning"", ""Cable TV""]",41,1,90,1,1,90,90,1,90,0,0,0,0,259,27,0,"2019-03-23","2021-02-22",4.93,4.97,4.96,4.98,4.97,4.95,4.93,"f",9.11,1.5,0,1,3.71357206670431,1,"Montbello",1,1,1,1,1,1,1
115352746,4,0,1,"Denver, Colorado, United States","Athmar Park",39.70233,-105.0211,"Entire residential home",1,0,0,0,16,6,8,"[""Baby safety gates"", ""Extra pillows and blankets"", ""Crib"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Children\u2019s books and toys"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""High chair"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Children\u2019s dinnerware""]",874,3,1125,2,3,1125,1125,2.9,1125,14,35,62,325,45,6,1,"2019-10-28","2021-06-27",4.91,4.96,4.93,4.98,4.98,4.58,4.69,"f",2.13,3,1,0,6.77308037565554,1,"Athmar Park",2,1,1,1,1,1,1
8651420,8,0,1,"Denver, Colorado, United States","Five Points",39.76258,-104.97509,"Private room in residential home",0,0,1,0,2,1,1,"[""Ethernet connection"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Lock on bedroom door"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Essentials"", ""Backyard"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Washer"", ""First aid kit""]",58,1,14,1,1,14,14,1,14,6,14,28,108,115,40,7,"2019-05-01","2021-07-18",4.81,4.9,4.82,4.96,4.93,4.83,4.76,"f",4.24,2,0,1,4.06044301054642,1,"Five Points",1,1,1,1,1,1,1
96377286,5,0,1,"Denver, Colorado, United States","Bear Valley",39.66011,-105.05724,"Entire residential home",1,0,0,0,8,4,4,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Gym"", ""Washer"", ""Cable TV""]",360,2,4,2,2,4,4,2,4,0,0,4,249,144,32,3,"2019-01-05","2021-07-18",4.98,4.99,4.99,4.97,4.96,4.9,4.93,"f",4.64,3,1,0,5.88610403145016,1,"Bear Valley",2,1,1,1,1,1,1
34314008,6,0,1,"Denver, Colorado, United States","Gateway - Green Valley Ranch",39.77439,-104.75209,"Private room in residential home",0,0,1,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Lock on bedroom door"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Barbecue utensils"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Baking sheet""]",100,1,28,1,1,28,28,1,28,0,0,10,99,103,0,0,"2018-06-25","2020-03-10",4.89,4.96,4.86,4.91,4.91,4.88,4.87,"f",2.75,1.5,0,1,4.60517018598809,1,"Gateway - Green Valley Ranch",1,1,1,1,1,1,1
157843608,4,0,1,"Denver, Colorado, United States","Five Points",39.75703,-104.98145,"Entire guest suite",1,0,0,0,2,1,0,"[""Hot water"", ""Iron"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Keypad"", ""Refrigerator"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""First aid kit"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Extra pillows and blankets"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Air conditioning"", ""Cable TV""]",93,1,31,1,1,1125,1125,1,1125,0,0,0,0,305,72,8,"2018-06-07","2021-07-17",4.99,4.98,4.98,4.98,5,4.95,4.93,"f",8.01,1,1,0,4.53259949315326,1,"Five Points",2,1,1,1,1,1,1
